0,0
1,1
2,2
3,3
4,4
5,4
6,5
7,6
8,7
9,8
10,9
11,9
12,10
13,11
14,12
15,13
16,14
17,15
18,16
19,17
20,17
21,17
22,18
23,19
24,20
25,21
26,21
27,22
28,22
29,23
30,24
31,25
32,25
33,26
34,27
35,27
36,28
37,29
38,30
39,31
40,32
41,33
42,34
43,35
44,36
45,37
46,38
47,39
48,40
49,41
50,42
51,43
52,44
53,45
54,46
55,47
56,48
57,49
58,50
59,51
60,52
61,53
62,54
63,54
64,55
65,55
66,56
67,56
68,57
69,57
70,58
71,59
72,59
73,60
74,61
75,61
76,61
77,62
78,63
79,64
80,65
81,65
82,66
83,67
84,65
85,68
86,69
87,70
88,71
89,72
90,73
91,73
92,73
93,73
94,74
95,75
96,76
97,77
98,77
99,78
100,79
101,79
102,79
103,79
104,79
105,80
106,81
107,82
108,26
109,83
110,83
111,84
112,85
113,86
114,86
115,87
116,88
117,88
118,88
119,81
120,89
121,90
122,90
123,90
124,90
125,91
126,92
127,93
128,94
129,95
130,96
131,96
132,97
133,97
134,98
135,99
136,100
137,101
138,102
139,103
140,100
141,104
142,104
143,104
144,105
145,106
146,106
147,107
148,107
149,108
150,102
151,109
152,110
153,111
154,112
155,113
156,114
157,115
158,116
159,116
160,117
161,117
162,118
163,119
164,120
165,122
166,123
167,124
168,125
169,126
170,126
171,127
172,128
173,129
174,130
175,130
176,131
177,132
178,133
179,134
180,135
181,135
182,136
183,137
184,138
185,139
186,139
187,140
188,141
189,142
190,143
191,144
192,145
193,146
194,147
195,148
196,149
197,149
198,150
199,150
200,151
201,151
202,5
203,152
204,153
205,153
206,154
207,155
208,156
209,156
210,157
211,158
212,159
213,160
214,160
215,161
216,162
217,41
218,163
219,164
220,165
221,166
222,167
223,168
224,169
225,170
226,171
227,172
228,173
229,174
230,175
231,176
232,177
233,178
234,179
235,179
236,180
237,180
238,180
239,181
240,182
241,182
242,182
243,182
244,183
245,184
246,185
247,185
248,110
249,126
250,149
251,149
252,186
253,187
254,188
255,190
256,190
257,191
258,192
259,193
260,194
261,195
262,196
263,197
264,197
265,198
266,199
267,200
268,200
269,201
270,202
271,203
272,196
273,204
274,205
275,206
276,207
277,207
278,207
279,207
280,208
281,209
282,210
283,211
284,211
285,212
286,188
287,188
288,213
289,214
290,214
291,215
292,215
293,216
294,216
295,217
296,218
297,219
298,219
299,220
300,221
301,222
302,222
303,223
304,223
305,224
306,225
307,119
308,119
309,119
310,226
311,227
312,227
313,228
314,229
315,230
316,231
317,231
318,198
319,232
320,232
321,233
322,234
323,234
324,235
325,236
326,237
327,238
328,239
329,240
330,240
331,241
332,242
333,243
334,244
335,245
336,246
337,247
338,247
339,247
340,248
341,249
342,250
343,251
344,252
345,253
346,254
347,255
348,256
349,257
350,258
351,125
352,125
353,259
354,260
355,261
356,262
357,263
358,264
359,265
360,266
361,267
362,268
363,269
364,44
365,44
366,270
367,271
368,272
369,273
370,274
371,275
372,276
373,277
374,278
375,279
376,280
377,280
378,281
379,282
380,283
381,283
382,284
383,285
384,286
385,287
386,287
387,288
388,289
389,289
390,289
391,161
392,290
393,291
394,292
395,293
396,294
397,295
398,296
399,297
400,298
401,299
402,300
403,300
404,300
405,300
406,301
407,302
408,303
409,119
410,304
411,305
412,306
413,307
414,308
415,197
416,309
417,310
418,310
419,311
420,312
421,313
422,313
423,56
424,314
425,315
426,316
427,317
428,68
429,318
430,192
431,319
432,320
433,321
434,321
435,322
436,323
437,324
438,324
439,325
440,326
441,327
442,328
443,329
444,330
445,331
446,332
447,332
448,333
449,333
450,334
451,335
452,336
453,337
454,337
455,338
456,339
457,340
458,341
459,341
460,342
461,342
462,343
463,344
464,345
465,346
466,347
467,347
468,347
469,347
470,139
471,348
472,349
473,350
474,351
475,351
476,351
477,352
478,353
479,353
480,354
481,355
482,356
483,357
484,358
485,359
486,360
487,338
488,361
489,362
490,363
491,364
492,215
493,215
494,259
495,365
496,366
497,367
498,368
499,369
500,370
501,371
502,371
503,372
504,372
505,373
506,374
507,375
508,375
509,376
510,377
511,377
512,377
513,378
514,379
515,379
516,379
517,380
518,381
519,381
520,382
521,383
522,384
523,385
524,386
525,387
526,387
527,388
528,103
529,389
530,389
531,390
532,391
533,391
534,392
535,147
536,393
537,394
538,395
539,395
540,396
541,397
542,398
543,399
544,400
545,23
546,401
547,402
548,403
549,404
550,405
551,406
552,407
553,408
554,409
555,410
556,411
557,411
558,409
559,412
560,413
561,414
562,414
563,415
564,416
565,417
566,418
567,419
568,420
569,421
570,422
571,423
572,424
573,425
574,425
575,426
576,427
577,428
578,429
579,429
580,430
581,430
582,431
583,432
584,433
585,433
586,299
587,434
588,435
589,435
590,436
591,437
592,438
593,439
594,440
595,441
596,441
597,442
598,443
599,444
600,445
601,445
602,445
603,446
604,447
605,448
606,448
607,449
608,450
609,451
610,452
611,453
612,454
613,455
614,456
615,456
616,457
617,458
618,459
619,460
620,461
621,462
622,463
623,463
624,463
625,464
626,465
627,465
628,466
629,467
630,468
631,407
632,469
633,470
634,470
635,470
636,470
637,471
638,471
639,472
640,369
641,369
642,473
643,474
644,475
645,476
646,477
647,478
648,479
649,136
650,480
651,481
652,482
653,483
654,483
655,484
656,357
657,485
658,486
659,487
660,488
661,139
662,489
663,490
664,491
665,492
666,493
667,494
668,494
669,494
670,495
671,496
672,497
673,498
674,499
675,500
676,500
677,501
678,501
679,502
680,503
681,503
682,503
683,504
684,505
685,506
686,507
687,85
688,508
689,509
690,510
691,511
692,512
693,429
694,513
695,513
696,514
697,514
698,515
699,516
700,517
701,517
702,332
703,518
704,519
705,520
706,521
707,521
708,522
709,522
710,523
711,523
712,524
713,525
714,526
715,527
716,528
717,512
718,529
719,530
720,531
721,531
722,532
723,157
724,533
725,534
726,534
727,318
728,535
729,536
730,537
731,538
732,539
733,452
734,540
735,310
736,541
737,542
738,542
739,543
740,544
741,544
742,545
743,546
744,547
745,548
746,549
747,550
748,550
749,551
750,367
751,552
752,553
753,554
754,555
755,556
756,557
757,557
758,557
759,558
760,558
761,559
762,560
763,561
764,561
765,237
766,562
767,563
768,564
769,565
770,566
771,567
772,568
773,569
774,569
775,570
776,571
777,572
778,573
779,574
780,575
781,575
782,576
783,577
784,521
785,578
786,579
787,580
788,581
789,582
790,583
791,584
792,584
793,584
794,585
795,586
796,587
797,587
798,588
799,589
800,590
801,591
802,592
803,593
804,45
805,594
806,346
807,595
808,596
809,597
810,598
811,599
812,599
813,599
814,600
815,601
816,602
817,603
818,604
819,603
820,603
821,605
822,605
823,605
824,605
825,606
826,331
827,607
828,5
829,5
830,608
831,608
832,609
833,576
834,539
835,610
836,366
837,611
838,612
839,613
840,614
841,615
842,616
843,616
844,616
845,616
846,617
847,618
848,619
849,619
850,619
851,619
852,619
853,619
854,619
855,619
856,619
857,620
858,621
859,622
860,622
861,622
862,622
863,623
864,624
865,625
866,626
867,627
868,628
869,629
870,630
871,631
872,632
873,633
874,634
875,484
876,635
877,635
878,635
879,636
880,636
881,637
882,183
883,183
884,638
885,639
886,640
887,640
888,641
889,642
890,643
891,644
892,645
893,646
894,647
895,648
896,649
897,649
898,650
899,651
900,652
901,653
902,654
903,654
904,185
905,185
906,655
907,656
908,656
909,67
910,657
911,657
912,255
913,255
914,658
915,659
916,660
917,661
918,662
919,42
920,663
921,532
922,664
923,665
924,666
925,667
926,668
927,668
928,182
929,669
930,669
931,669
932,670
933,670
934,671
935,281
936,672
937,673
938,674
939,675
940,676
941,677
942,678
943,679
944,680
945,681
946,682
947,683
948,683
949,684
950,685
951,686
952,686
953,687
954,492
955,687
956,688
957,689
958,689
959,690
960,690
961,691
962,138
963,693
964,694
965,695
966,695
967,695
968,695
969,696
970,697
971,698
972,699
973,700
974,702
975,703
976,704
977,705
978,706
979,706
980,584
981,707
982,708
983,709
984,709
985,320
986,710
987,155
988,711
989,712
990,713
991,714
992,715
993,716
994,716
995,717
996,17
997,718
998,435
999,435
1000,719
1001,719
1002,720
1003,721
1004,721
1005,722
1006,723
1007,724
1008,725
1009,726
1010,727
1011,728
1012,729
1013,730
1014,731
1015,732
1016,733
1017,734
1018,735
1019,736
1020,737
1021,738
1022,739
1023,740
1024,741
1025,742
1026,744
1027,745
1028,746
1029,500
1030,747
1031,748
1032,749
1033,750
1034,751
1035,751
1036,370
1037,752
1038,130
1039,130
1040,130
1041,753
1042,754
1043,755
1044,756
1045,549
1046,549
1047,757
1048,758
1049,758
1050,759
1051,759
1052,334
1053,760
1054,761
1055,762
1056,763
1057,764
1058,765
1059,40
1060,40
1061,766
